seed,dataset,target,model,selector,apparent_r2,nested_r2,bias,apparent_rmse,nested_rmse,bias_rmse,apparent_mae,nested_mae,bias_mae
5,ryckewaert,flavonol,lightgbm,ga,0.5582063670357034,0.3021118740953612,0.25609449294034214,0.3817344340344305,0.474371189184907,0.09263675515047648,0.3046699927521275,0.37289328962817947,0.06822329687605194
6,ryckewaert,flavonol,lightgbm,ga,0.5561015760559722,0.3188980118849766,0.23720356417099564,0.3826426821768028,0.46904753050963516,0.08640484833283235,0.30303494589095903,0.37094234936980025,0.06790740347884122
7,ryckewaert,flavonol,lightgbm,ga,0.5635202336126843,0.32896571648020634,0.234554517132478,0.37943174983389477,0.4641104854624962,0.08467873562860145,0.29832585059604094,0.3694309599362948,0.07110510934025388
8,ryckewaert,flavonol,lightgbm,ga,0.5827313212738863,0.3397267821915899,0.24300453908229636,0.3709876939957407,0.4616930912539497,0.09070539725820898,0.29253162606524596,0.3642459293796927,0.07171430331444673
9,ryckewaert,flavonol,lightgbm,ga,0.5753932544212893,0.3392686909030759,0.23612456351821343,0.37423556285585485,0.4616873638067478,0.08745180095089294,0.2909580149649441,0.3622336910286777,0.07127567606373358
10,ryckewaert,flavonol,lightgbm,ga,0.5559092121314486,0.3203088803881955,0.23560033174325312,0.38272558253351563,0.4678464755060215,0.08512089297250586,0.30145608386235934,0.36783476389041503,0.06637868002805569
11,ryckewaert,flavonol,lightgbm,ga,0.5808708014475106,0.32784202139475094,0.25302878005275964,0.3718138550586794,0.465691934804743,0.0938780797460636,0.2901613712130039,0.37107655366721803,0.08091518245421414
0,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
1,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
2,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
3,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
4,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
5,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
6,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
7,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
8,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
9,ryckewaert,flavonol,lightgbm,lasso,0.40880483512080634,0.3559283281215658,0.05287650699924057,0.4415877806219275,0.4554691827292323,0.013881402107304819,0.3450406747887072,0.3619096568287687,0.016868982040061486
